AID,Mgtry,TagColor,TagNum,CllrSrN,Frequency,StartDateTime,StartDate,StartTime,StopDateTime,StopDate,StopTime,ExpectedBatteryLife_WorstCase,ExpectedBatteryLife_AverageCase
292,Long,Red,45,706098A,162.49,12/06/2018 10:00,12/06/2018,10:00:00,06/16/2019 15:00,06/16/2019,15:00:00,N/A,N/A
402,Short,Purple,4,100172,160.94,09/26/2018 15:00,09/26/2018,15:00:00,06/19/2019 01:00,06/19/2019,01:00:00,N/A,N/A
337,Medium,Light Blue,22,100187,161.2,03/14/2017 08:00,03/14/2017,08:00:00,06/20/2019 21:00,06/20/2019,21:00:00,N/A,N/A
432,Short,White,8,100015,150.31,09/26/2018 15:00,09/26/2018,15:00:00,06/27/2019 23:00,06/27/2019,23:00:00,N/A,N/A
400,Short,Purple,2,100066,159.94,09/26/2018 09:00,09/26/2018,09:00:00,07/11/2019 09:00,07/11/2019,09:00:00,N/A,N/A
414,Short,Purple,15,701426A,161.13,09/26/2018 13:00,09/26/2018,13:00:00,09/09/2019 03:00,09/09/2019,03:00:00,N/A,N/A
357,Short,Green,48,100080,160.08,11/05/2017 13:00,11/05/2017,13:00:00,09/29/2019 09:00,09/29/2019,09:00:00,N/A,N/A
287,Long,White,31,706093A,162.41,12/06/2018 10:00,12/06/2018,10:00:00,10/04/2019 15:00,10/04/2019,15:00:00,N/A,N/A
364,Medium,Green,43,701422A,161.05,03/12/2018 17:00,03/12/2018,17:00:00,11/09/2019 17:00,11/09/2019,17:00:00,N/A,N/A
349,Medium,Pink,42,100098,160.26,11/05/2017 13:00,11/05/2017,13:00:00,12/06/2019 09:00,12/06/2019,09:00:00,N/A,N/A
354,Medium,Green,45,100116,160.44,11/05/2017 13:00,11/05/2017,13:00:00,12/06/2019 09:00,12/06/2019,09:00:00,N/A,N/A
281,Medium,Yellow,67,100279,160.84,03/12/2017 09:00,03/12/2017,09:00:00,12/06/2019 15:00,12/06/2019,15:00:00,N/A,N/A
305,Long,Red,47,100286,160.98,03/13/2017 15:00,03/13/2017,15:00:00,12/06/2019 09:00,12/06/2019,09:00:00,N/A,N/A
403,Short,Purple,5,100070,159.98,09/26/2018 19:00,09/26/2018,19:00:00,12/07/2019 11:00,12/07/2019,11:00:00,N/A,N/A
313,Medium,Light Blue,14,37055,151.902,03/15/2017 01:00,03/15/2017,01:00:00,12/08/2019 19:00,12/08/2019,19:00:00,N/A,N/A
310,Medium,Yellow,12,40641,162.129,12/10/2017 12:00,12/10/2017,12:00:00,12/08/2019 08:00,12/08/2019,08:00:00,N/A,N/A
306,Long,Red,31,40644,162.219,12/08/2017 10:00,12/08/2017,10:00:00,12/09/2019 08:00,12/09/2019,08:00:00,N/A,N/A
413,Short,Purple,14,701429A,161.19,09/26/2018 11:00,09/26/2018,11:00:00,12/15/2019 05:00,12/15/2019,05:00:00,N/A,N/A
345,Long,Green,28,100282,160.9,11/06/2017 01:00,11/06/2017,01:00:00,12/31/2019 03:00,12/31/2019,03:00:00,N/A,N/A
254,Long,Yellow,25,701439A,161.37,03/12/2018 13:00,03/12/2018,13:00:00,01/10/2020 15:00,01/10/2020,15:00:00,N/A,N/A
406,Short,Purple,1,100113,160.41,09/26/2018 17:00,09/26/2018,17:00:00,01/14/2020 03:00,01/14/2020,03:00:00,N/A,N/A
312,Medium,Light Blue,8,706109A,162.69,12/07/2018 15:00,12/07/2018,15:00:00,01/20/2020 13:00,01/20/2020,13:00:00,N/A,N/A
428,Short,White,3,701507A,159.56,09/26/2018 11:00,09/26/2018,11:00:00,03/06/2020 13:00,03/06/2020,13:00:00,N/A,N/A
300,Long,Red,30,706103A,162.57,12/06/2018 09:00,12/06/2018,09:00:00,03/06/2020 13:00,03/06/2020,13:00:00,N/A,N/A
424,Short,Purple,25,100181,161.14,09/26/2018 17:00,09/26/2018,17:00:00,03/07/2020 12:00,03/07/2020,12:00:00,N/A,N/A
423,Short,Purple,24,100206,161.38,09/26/2018 13:00,09/26/2018,13:00:00,03/07/2020 13:00,03/07/2020,13:00:00,N/A,N/A
472,N/A,Yellow,20,706098A,162.49,03/07/2020 15:00,03/07/2020,15:00:00,03/14/2020 09:00,03/14/2020,09:00:00,N/A,N/A
448,N/A,Yellow,18,701448A,161.51,03/06/2020 15:00,03/06/2020,15:00:00,03/15/2020 05:00,03/15/2020,05:00:00,N/A,N/A
309,Long,Red,49,100285,160.96,03/13/2017 17:00,03/13/2017,17:00:00,03/19/2020 13:00,03/19/2020,13:00:00,N/A,N/A
450,N/A,Yellow,16,701431A,161.23,03/06/2020 19:00,03/06/2020,19:00:00,03/22/2020 07:00,03/22/2020,07:00:00,N/A,N/A
303,Long,Red,29,100204,161.36,03/13/2017 15:00,03/13/2017,15:00:00,03/30/2020 07:00,03/30/2020,07:00:00,N/A,N/A
319,Long,Light Blue,19,100273,161.52,03/14/2017 13:00,03/14/2017,13:00:00,04/02/2020 07:00,04/02/2020,07:00:00,N/A,N/A
459,N/A,Light Blue,46,701447A,161.49,03/07/2020 09:00,03/07/2020,09:00:00,04/02/2020 11:00,04/02/2020,11:00:00,N/A,N/A
453,N/A,Yellow,21,715844A,161.62,03/06/2020 19:00,03/06/2020,19:00:00,04/08/2020 19:00,04/08/2020,19:00:00,N/A,N/A
449,N/A,Light Blue,38,701427A,161.15,03/06/2020 17:00,03/06/2020,17:00:00,04/14/2020 13:00,04/14/2020,13:00:00,N/A,N/A
326,Medium,Light Blue,20,100255,161.02,03/14/2017 15:00,03/14/2017,15:00:00,04/17/2020 05:00,04/17/2020,05:00:00,N/A,N/A
369,Long,Green,47,701430A,161.21,03/12/2018 15:00,03/12/2018,15:00:00,04/18/2020 09:00,04/18/2020,09:00:00,N/A,N/A
343,Medium,Green,29,706083A,162.07,12/06/2018 15:00,12/06/2018,15:00:00,04/19/2020 15:00,04/19/2020,15:00:00,N/A,N/A
458,N/A,Yellow,22,715854A,161.8,03/06/2020 21:00,03/06/2020,21:00:00,04/29/2020 17:00,04/29/2020,17:00:00,N/A,N/A
311,Medium,Light Blue,2,706106A,162.63,12/07/2018 09:00,12/07/2018,09:00:00,05/12/2020 13:00,05/12/2020,13:00:00,N/A,N/A
298,Long,Red,32,100212,161.44,03/13/2017 13:00,03/13/2017,13:00:00,05/16/2020 09:00,05/16/2020,09:00:00,N/A,N/A
276,Medium,Yellow,61,701441A,161.4,03/12/2018 19:00,03/12/2018,19:00:00,06/08/2020 07:00,06/08/2020,07:00:00,N/A,N/A
471,Short,Light Blue,29,706087A,162.27,03/07/2020 15:00,03/07/2020,15:00:00,07/22/2020 01:00,07/22/2020,01:00:00,N/A,N/A
462,Short,Red,16,715843A,161.6,03/07/2020 11:00,03/07/2020,11:00:00,09/09/2020 04:00,09/09/2020,04:00:00,N/A,N/A
430,Short,White,6,701505A,159.54,09/26/2018 15:00,09/26/2018,15:00:00,09/10/2020 03:00,09/10/2020,03:00:00,N/A,N/A
308,Long,Red,44,701446A,161.47,03/12/2018 09:00,03/12/2018,09:00:00,09/24/2020 17:00,09/24/2020,17:00:00,N/A,N/A
469,Short,Light Blue,33,701436A,161.31,03/07/2020 15:00,03/07/2020,15:00:00,10/03/2020 17:00,10/03/2020,17:00:00,N/A,N/A
310,Medium,Yellow,12,706090A,162.35,12/08/2019 11:00,12/08/2019,11:00:00,10/06/2020 07:00,10/06/2020,07:00:00,N/A,N/A
440,Short,White,15,706110A,162.71,12/08/2018 11:00,12/08/2018,11:00:00,10/25/2020 14:00,10/25/2020,14:00:00,N/A,N/A
455,Long,Light Blue,51,715853A,161.78,03/06/2020 19:00,03/06/2020,19:00:00,10/25/2020 23:00,10/25/2020,23:00:00,N/A,N/A
290,Long,White,46,706092A,162.39,12/06/2018 17:00,12/06/2018,17:00:00,10/31/2020 05:00,10/31/2020,05:00:00,N/A,N/A
443,Medium,Light Blue,100,715855A,161.82,03/06/2020 09:00,03/06/2020,09:00:00,12/06/2020 09:00,12/06/2020,09:00:00,N/A,N/A
456,Long,Red,22,706091A,162.37,03/06/2020 19:00,03/06/2020,19:00:00,12/07/2020 11:00,12/07/2020,11:00:00,N/A,N/A
306,Long,Red,31,706102A,162.55,12/09/2019 11:00,12/09/2019,11:00:00,12/07/2020 11:00,12/07/2020,11:00:00,N/A,N/A
277,Short,White,38,706099A,162.51,12/08/2018 09:00,12/08/2018,09:00:00,02/24/2021 14:00,02/24/2021,14:00:00,N/A,N/A
315,Medium,Light Blue,23,100183,161.16,03/14/2017 10:00,03/14/2017,10:00:00,02/27/2021 07:00,02/27/2021,07:00:00,N/A,N/A
436,Short,White,12,100077,160.05,09/26/2018 11:00,09/26/2018,11:00:00,03/04/2021 19:00,03/04/2021,19:00:00,N/A,N/A
304,Long,Yellow,70,706079A,162.01,12/06/2018 15:00,12/06/2018,15:00:00,03/04/2021 15:00,03/04/2021,15:00:00,N/A,N/A
347,Medium,Pink,31,100073,160.01,11/05/2017 11:00,11/05/2017,11:00:00,03/08/2021 15:00,03/08/2021,15:00:00,N/A,N/A
371,Long,Pink,50,100118,160.46,12/10/2017 11:00,12/10/2017,11:00:00,03/08/2021 07:00,03/08/2021,07:00:00,N/A,N/A
355,Medium,Pink,46,100122,160.5,11/05/2017 13:00,11/05/2017,13:00:00,03/08/2021 11:00,03/08/2021,11:00:00,N/A,N/A
344,Long,Pink,30,100198,161.3,11/05/2017 11:00,11/05/2017,11:00:00,03/08/2021 13:00,03/08/2021,13:00:00,N/A,N/A
340,Long,Pink,43,100138,160.66,11/05/2017 09:00,11/05/2017,09:00:00,03/09/2021 07:00,03/09/2021,07:00:00,N/A,N/A
460,Long,Yellow,23,715862A,161.94,03/07/2020 17:00,03/07/2020,17:00:00,03/09/2021 17:00,03/09/2021,17:00:00,N/A,N/A
407,Short,Purple,8,100072,160,09/26/2018 17:00,09/26/2018,17:00:00,03/10/2021 17:00,03/10/2021,17:00:00,N/A,N/A
404,Short,Purple,6,100102,160.3,09/26/2018 19:00,09/26/2018,19:00:00,03/10/2021 11:00,03/10/2021,11:00:00,N/A,N/A
401,Short,Purple,3,100130,160.58,09/26/2018 19:00,09/26/2018,19:00:00,03/10/2021 13:00,03/10/2021,13:00:00,N/A,N/A
431,Short,White,7,100283,160.92,09/26/2018 13:00,09/26/2018,13:00:00,03/10/2021 13:00,03/10/2021,13:00:00,N/A,N/A
441,Short,White,14,706089A,162.31,12/08/2018 09:00,12/08/2018,09:00:00,03/10/2021 17:00,03/10/2021,17:00:00,N/A,N/A
255,Long,Yellow,24,707876A,162.178,03/17/2019 15:00,03/17/2019,15:00:00,03/10/2021 13:00,03/10/2021,13:00:00,N/A,N/A
466,Long,Yellow,17,715846A,161.64,03/07/2020 17:00,03/07/2020,17:00:00,03/10/2021 17:00,03/10/2021,17:00:00,N/A,N/A
408,Short,Purple,9,100079,160.07,09/26/2018 13:00,09/26/2018,13:00:00,03/11/2021 13:00,03/11/2021,13:00:00,N/A,N/A
341,Medium,Green,42,100108,160.36,11/05/2017 09:00,11/05/2017,09:00:00,03/11/2021 07:00,03/11/2021,07:00:00,N/A,N/A
418,Short,Purple,19,100110,160.38,09/26/2018 17:00,09/26/2018,17:00:00,03/11/2021 05:00,03/11/2021,05:00:00,N/A,N/A
442,Long,Purple,18,707879A,162.332,03/17/2019 17:00,03/17/2019,17:00:00,03/11/2021 13:00,03/11/2021,13:00:00,N/A,N/A
519,N/A,Light Blue,50,723305A,160.2,03/10/2021 17:00,03/10/2021,17:00:00,03/14/2021 11:00,03/14/2021,11:00:00,N/A,N/A
336,Long,White,43,706086A,162.25,12/06/2018 12:00,12/06/2018,12:00:00,03/30/2021 13:00,03/30/2021,13:00:00,N/A,N/A
291,Long,Red,34,100210,161.42,03/13/2017 11:00,03/13/2017,11:00:00,04/08/2021 19:00,04/08/2021,19:00:00,N/A,N/A
504,N/A,Red,17,723320A,160.51,03/08/2021 13:00,03/08/2021,13:00:00,04/09/2021 04:00,04/09/2021,04:00:00,N/A,N/A
500,N/A,Green,17,723308A,160.26,03/08/2021 09:00,03/08/2021,09:00:00,04/13/2021 19:00,04/13/2021,19:00:00,N/A,N/A
359,Long,Pink,41,706097A,162.47,12/06/2018 17:00,12/06/2018,17:00:00,04/14/2021 21:00,04/14/2021,21:00:00,N/A,N/A
501,N/A,Orange,39,715854A,161.8,03/08/2021 08:00,03/08/2021,08:00:00,04/14/2021 09:00,04/14/2021,09:00:00,N/A,N/A
461,Medium,Yellow,3,715847A,161.66,03/07/2020 09:00,03/07/2020,09:00:00,05/04/2021 11:00,05/04/2021,11:00:00,N/A,N/A
523,N/A,Green,19,715855A,161.82,03/10/2021 17:00,03/10/2021,17:00:00,05/04/2021 19:00,05/04/2021,19:00:00,N/A,N/A
518,N/A,Orange,73,723307A,160.24,03/10/2021 15:00,03/10/2021,15:00:00,05/12/2021 07:00,05/12/2021,07:00:00,N/A,N/A
510,Long,Green,7,723299A,160.08,03/08/2021 19:00,03/08/2021,19:00:00,05/13/2021 21:00,05/13/2021,21:00:00,N/A,N/A
415,Short,Purple,16,701438A,161.35,09/26/2018 11:00,09/26/2018,11:00:00,05/17/2021 07:00,05/17/2021,07:00:00,N/A,N/A
508,N/A,Red,13,706110A,162.71,03/08/2021 17:00,03/08/2021,17:00:00,05/17/2021 12:00,05/17/2021,12:00:00,N/A,N/A
256,Medium,Purple,20,701449A,161.53,03/16/2018 17:00,03/16/2018,17:00:00,05/18/2021 13:00,05/18/2021,13:00:00,N/A,N/A
296,Medium,Yellow,59,707228A,162.73,03/17/2019 12:00,03/17/2019,12:00:00,05/24/2021 16:00,05/24/2021,16:00:00,N/A,N/A
420,Short,Light Blue,30,701433A,161.27,09/26/2018 13:00,09/26/2018,13:00:00,05/25/2021 17:00,05/25/2021,17:00:00,N/A,N/A
259,Long,Yellow,64,701423A,161.07,03/11/2018 17:00,03/11/2018,17:00:00,05/29/2021 18:00,05/29/2021,18:00:00,N/A,N/A
517,Short,Red,21,701447A,161.49,03/10/2021 13:00,03/10/2021,13:00:00,05/30/2021 13:00,05/30/2021,13:00:00,N/A,N/A
539,Long,Red,7,706098A,162.49,03/11/2021 11:00,03/11/2021,11:00:00,06/20/2021 17:00,06/20/2021,17:00:00,N/A,N/A
260,Long,Yellow,57,701437A,161.33,03/11/2018 16:00,03/11/2018,16:00:00,06/21/2021 16:00,06/21/2021,16:00:00,N/A,N/A
468,Short,Yellow,7,706105A,162.61,03/07/2020 13:00,03/07/2020,13:00:00,06/25/2021 15:00,06/25/2021,15:00:00,N/A,N/A
363,Medium,Blue,88,701428A,161.17,03/11/2018 17:00,03/11/2018,17:00:00,07/23/2021 22:00,07/23/2021,22:00:00,N/A,N/A
344,Long,Pink,30,723570A,162.332,03/08/2021 15:00,03/08/2021,15:00:00,07/23/2021 07:00,07/23/2021,07:00:00,N/A,N/A
522,Short,Green,15,723300A,160.1,03/10/2021 17:00,03/10/2021,17:00:00,08/19/2021 09:00,08/19/2021,09:00:00,N/A,N/A
466,Long,Yellow,17,46523,160.67,03/11/2021 18:00,03/11/2021,18:00:00,08/24/2021 18:00,08/24/2021,18:00:00,N/A,N/A
506,Medium,Yellow,14,715853A,161.78,03/08/2021 17:00,03/08/2021,17:00:00,09/24/2021 23:00,09/24/2021,23:00:00,N/A,N/A
239,Medium,Orange,63,100276,161.58,03/13/2017 13:00,03/13/2017,13:00:00,10/07/2021 07:00,10/07/2021,07:00:00,07/30/2020,11/29/2021
538,Medium,Light Blue,55,723310A,160.31,03/11/2021 17:00,03/11/2021,17:00:00,10/28/2021 03:00,10/28/2021,03:00:00,06/15/2024,03/15/2025
526,Short,Orange,72,723327A,160.61,03/11/2021 17:00,03/11/2021,17:00:00,11/08/2021 15:25,11/08/2021,15:25:45,06/15/2024,03/15/2025
300,Long,Red,30,706088A,162.29,03/06/2020 17:00,03/06/2020,17:00:00,11/11/2021 06:00,11/11/2021,06:00:05,NA,NA
533,Medium,N/A,N/A,723315A,160.41,03/11/2021 17:00,03/11/2021,17:00:00,11/11/2021 13:00,11/11/2021,13:00:00,06/15/2024,03/15/2025
371,Long,Pink,50,723317A,160.45,03/08/2021 17:00,03/08/2021,17:00:00,11/22/2021 14:00,11/22/2021,14:00:07,06/15/2024,03/15/2025
548,Long,N/A,N/A,706079A,162.01,03/15/2021 17:00,03/15/2021,17:00:00,12/01/2021 06:00,12/01/2021,06:00:05,03/15/2022,12/15/2022
410,Short,Purple,11,100104,160.32,09/26/2018 17:00,09/26/2018,17:00:00,12/06/2021 13:57,12/06/2021,13:57:00,07/30/2020,11/29/2021
511,Medium,Green,9,701448A,161.51,03/08/2021 17:00,03/08/2021,17:00:00,12/06/2021 12:52,12/06/2021,12:52:00,06/15/2021,03/15/2022
460,Long,Yellow,23,46521,160.63,03/11/2021 21:00,03/11/2021,21:00:00,12/07/2021 13:42,12/07/2021,13:42:00,N/A,N/A
327,Long,Light Blue,13,100177,161.1,03/14/2017 17:00,03/14/2017,17:00:00,12/07/2021 10:58,12/07/2021,10:58:00,07/30/2020,11/29/2021
314,Long,Light Blue,5,100185,161.18,03/14/2017 17:00,03/14/2017,17:00:00,12/07/2021 10:49,12/07/2021,10:49:00,07/30/2020,11/29/2021
284,Medium,White,44,100189,161.22,03/12/2017 19:00,03/12/2017,19:00:00,12/07/2021 14:59,12/07/2021,14:59:00,07/30/2020,11/29/2021
280,Short,Yellow,55,100202,161.34,03/12/2017 08:00,03/12/2017,08:00:00,12/06/2021 08:27,12/07/2021,08:27:00,07/30/2020,11/29/2021
330,Long,Light Blue,4,100256,161,03/14/2017 17:00,03/14/2017,17:00:00,12/07/2021 14:30,12/07/2021,14:30:00,07/30/2020,11/29/2021
474,Short,Light Blue,54,706093A,162.41,03/07/2020 19:00,03/07/2020,19:00:00,12/07/2021 07:14,12/07/2021,07:14:00,03/15/2022,12/15/2022
532,Medium,Green,23,701442A,161.41,03/11/2021 09:00,03/11/2021,09:00:00,12/22/2021 01:07,12/22/2021,01:07:00,06/15/2021,03/15/2022
294,Medium,Yellow,66,706104A,162.59,12/07/2018 09:00,12/07/2018,09:00:00,01/19/2022 14:00,01/19/2022,14:00:00,03/15/2022,12/15/2022
444,Long,Red,12,715863A,161.96,03/06/2020 13:00,03/06/2020,13:00:00,01/29/2022 02:00,01/29/2022,02:00:00,06/15/2023,03/15/2024
327,Long,Light Blue,13,715855A,161.82,12/07/2021 11:30,12/07/2021,11:30:00,02/08/2022 02:00,02/08/2022,02:00:00,07/30/2020,11/29/2021
534,Medium,Orange,69,715862A,161.94,03/10/2021 17:00,03/10/2021,17:00:00,02/14/2022 02:56,02/14/2022,02:56:00,06/15/2023,03/15/2024
442,Long,Purple,18,723322A,160.55,03/11/2021 17:00,03/11/2021,17:00:00,02/18/2022 23:00,02/18/2022,23:00:00,06/15/2024,03/15/2025
279,Long,Purple,12,706081A,162.03,03/17/2019 15:00,03/17/2019,15:00:00,03/05/2022 20:00,03/05/2022,20:00:00,03/15/2022,12/15/2022
331,Long,Red,6,701420A,161.01,03/12/2018 12:00,03/12/2018,12:00:00,03/08/2022 15:35,03/08/2022,15:35:00,06/15/2021,03/15/2022
252,Medium,Orange,22,701424A,161.09,03/12/2018 13:00,03/12/2018,13:00:00,03/08/2022 10:50,03/08/2022,10:50:00,06/15/2021,03/15/2022
108,Long,Orange,60,701425A,161.11,03/11/2018 14:00,03/11/2018,14:00:00,03/08/2022 10:07,03/08/2022,10:07:00,06/15/2021,03/15/2022
542,Medium,Orange,70,701427A,161.15,03/11/2021 17:00,03/11/2021,17:00:00,03/08/2022 13:43,03/08/2022,13:45:00,06/15/2021,03/15/2022
544,Short,Green,1,701429A,161.19,03/11/2021 17:00,03/11/2021,17:00:00,03/08/2022 14:50,03/08/2022,14:50:00,06/15/2021,03/15/2022
515,Long,Yellow,15,701431A,161.23,03/08/2021 19:00,03/08/2021,19:00:00,03/08/2022 16:45,03/08/2022,16:45:00,06/15/2021,03/15/2022
225,Long,Orange,71,701434A,161.28,03/11/2018 13:00,03/11/2018,13:00:00,03/08/2022 11:55,03/08/2022,11:55:00,06/15/2021,03/15/2022
546,Short,Green,21,701436A,161.31,03/11/2021 17:00,03/11/2021,17:00:00,03/08/2022 14:53,03/08/2022,14:53:00,06/15/2021,03/15/2022
410,Short,Purple,11,701438A,161.35,12/06/2021 14:16,12/06/2021,14:16:00,03/08/2022 11:03,03/08/2022,11:03:00,07/30/2020,11/29/2021
541,Long,Green,12,701441A,161.4,03/11/2021 17:00,03/11/2021,17:00:00,03/08/2022 14:09,03/08/2022,14:09:00,06/15/2021,03/15/2022
242,Long,Yellow,49,706082A,162.05,12/06/2018 09:00,12/06/2018,09:00:00,03/08/2022 16:20,03/08/2022,16:20:00,03/15/2022,12/15/2022
507,Long,Green,14,723306A,160.22,03/08/2021 17:00,03/08/2021,17:00:00,03/08/2022 10:08,03/08/2022,10:08:00,06/15/2024,03/15/2025
416,Short,Purple,17,701421A,161.03,09/26/2018 06:00,09/26/2018,06:00:00,03/09/2022 15:29,03/09/2022,15:29:00,06/15/2021,03/15/2022
473,Medium,Green,2,701426A,161.13,03/07/2020 16:00,03/07/2020,16:00:00,03/09/2022 14:49,03/09/2022,14:49:00,06/15/2021,03/15/2022
401,Short,Purple,3,701435A,161.29,03/10/2021 17:00,03/10/2021,17:00:00,03/09/2022 17:05,03/09/2022,17:05:00,06/15/2021,03/15/2022
531,Long,Yellow,4,701439A,161.37,03/11/2021 17:00,03/11/2021,17:00:00,03/09/2022 14:13,03/09/2022,14:13:00,06/15/2021,03/15/2022
470,Short,Red,14,701440A,161.39,03/07/2020 14:00,03/07/2020,14:00:00,03/09/2022 17:40,03/09/2022,17:40:00,06/15/2021,03/15/2022
460,Long,Yellow,23,701447A,161.49,12/07/2021 13:54,12/07/2021,13:54:00,03/09/2022 14:18,03/09/2022,14:18:00,12/01/2022,12/01/2022
362,Medium,Pink,33,701450A,161.55,03/12/2018 19:00,03/12/2018,19:00:00,03/09/2022 10:05,03/09/2022,10:05:00,06/15/2021,03/15/2022
527,Short,N/A,N/A,723314A,160.39,03/11/2021 17:00,03/11/2021,17:00:00,03/09/2022 15:49,03/09/2022,15:49:00,06/15/2024,03/15/2025
528,Short,Red,19,701422A,161.05,03/10/2021 18:00,03/10/2021,18:00:00,03/10/2022 10:10,03/10/2022,10:10:00,06/15/2021,03/15/2022
407,Short,Purple,8,701430A,161.21,03/11/2021 17:00,03/11/2021,17:00:00,03/10/2022 08:30,03/10/2022,08:30:00,06/15/2021,03/15/2022
360,Medium,Green,44,701443A,161.43,03/13/2018 10:00,03/13/2018,10:00:00,03/10/2022 10:38,03/10/2022,10:38:00,06/15/2021,03/15/2022
431,Short,White,7,701445A,161.45,03/10/2021 17:00,03/10/2021,17:00:00,03/10/2022 08:10,03/10/2022,08:10:00,06/15/2021,03/15/2022
671,N/A,Green,16,728201A,160.82,03/10/2022 14:12,03/10/2022,14:12:00,03/13/2022 03:49,03/11/2022,03:49:00,06/09/2025,03/09/2026
531,Long,Yellow,4,728182A,160.62,03/09/2022 14:13,03/09/2022,14:13:00,03/11/2022 01:09,03/11/2022,01:09:00,06/09/2025,03/09/2026
615,N/A,Green,48,728185A,160.68,03/09/2022 12:43,03/09/2022,12:43:00,03/19/2022 11:00,03/19/2022,11:00:00,06/15/2025,03/15/2026
306,Long,Red,31,706092A,162.39,12/07/2020 11:00,12/07/2020,11:00:00,03/21/2022 13:00,03/21/2022,13:00:00,03/15/2023,12/15/2023
661,N/A,Orange,18,706104A,162.59,03/08/2022 08:34,03/08/2022,08:34:00,03/30/2022 13:00,03/30/2022,13:00:00,03/15/2023,12/15/2023
624,N/A,Orange,64,48626,160.36,03/09/2022 11:28,03/09/2022,11:28:00,,,,N/A,N/A
507,Long,Green,14,48631,160.63,03/08/2022 10:08,03/08/2022,10:08:00,,,,N/A,N/A
331,Long,Red,6,701432A,161.25,03/08/2022 15:35,03/08/2022,15:35:00,,,,04/05/2022,12/01/2022
546,Short,Green,21,701448A,161.51,03/08/2022 14:53,03/08/2022,14:53:00,,,,04/05/2022,12/01/2022
663,N/A,Blue,13,706079A,162.01,03/08/2022 09:45,03/08/2022,09:45:00,,,,04/05/2022,12/01/2022
619,N/A,Purple,12,706081A,162.03,03/09/2022 10:32,03/09/2022,10:32:00,,,,04/05/2022,12/01/2022
515,Long,Yellow,15,706082A,162.05,03/08/2022 16:45,03/08/2022,16:45:00,,,,04/05/2022,12/01/2022
540,Long,Red,92,706083A,162.07,03/11/2021 17:00,03/11/2021,17:00:00,,,,04/05/2022,12/01/2022
426,Medium,White,1,706084A,162.09,12/07/2018 19:00,12/07/2018,19:00:00,,,,04/05/2022,12/01/2022
349,Medium,Pink,42,706085A,162.15,12/06/2019 15:00,12/06/2019,15:00:00,,,,04/05/2022,12/01/2022
541,Long,Green,12,706086A,162.25,03/08/2022 14:09,03/08/2022,14:09:00,,,,04/05/2022,12/01/2022
536,Medium,Light Blue,98,706087A,162.27,03/11/2021 17:00,03/11/2021,17:00:00,,,,04/05/2022,12/01/2022
622,N/A,Green,30,706088A,162.9,03/09/2022 10:34,03/09/2022,10:34:00,,,,04/05/2022,12/01/2022
535,Medium,Red,24,706089A,162.31,03/11/2021 17:00,03/11/2021,17:00:00,,,,04/05/2022,12/01/2022
545,Short,Orange,51,706090A,162.35,03/09/2021 12:00,03/11/2021,12:00:00,,,,04/05/2022,12/01/2022
543,Long,Yellow,2,706091A,162.37,03/11/2021 17:00,03/11/2021,17:00:00,,,,04/05/2022,12/01/2022
667,N/A,Orange,60,706093A,162.41,03/08/2022 09:20,03/08/2022,09:20:00,04/04/2022 22:23,04/04/2022,22:23:00,04/05/2022,12/01/2022
313,Medium,Light Blue,14,706094A,162.43,12/09/2019 11:00,12/09/2019,11:00:00,,,,04/05/2022,12/01/2022
252,Long,Orange,22,706097A,162.47,03/08/2022 10:50,03/08/2022,10:50:00,,,,04/05/2022,12/01/2022
280,Short,Yellow,55,706098A,162.49,12/06/2021 09:03,12/06/2021,09:03:00,,,,04/05/2022,12/01/2022
530,Short,Light Blue,28,706099A,162.51,03/11/2021 17:00,03/11/2021,17:00:00,,,,04/05/2022,12/01/2022
529,Short,Orange,40,706103A,162.57,03/11/2021 17:00,03/11/2021,17:00:00,,,,04/05/2022,12/01/2022
655,N/A,N/A,N/A,706105A,162.61,03/08/2022 12:52,03/08/2022,12:52:00,,,,04/05/2022,12/01/2022
512,Long,Red,91,706106A,162.63,03/09/2021 17:00,03/09/2021,17:00:00,,,,04/05/2022,12/01/2022
424,Short,Yellow,1,706107A,162.65,03/07/2020 17:00,03/07/2020,17:00:00,,,,04/05/2022,12/01/2022
467,Short,Yellow,14,706108A,162.67,03/07/2020 17:00,03/07/2020,17:00:00,,,,04/05/2022,12/01/2022
509,Medium,Light Blue,67,706109A,162.69,03/08/2021 17:00,03/08/2021,17:00:00,,,,04/05/2022,12/01/2022
682,N/A,Red,142,707228A,162.73,03/08/2022 10:35,03/08/2022,10:35:00,,,,04/05/2022,12/01/2022
516,Medium,Light Blue,31,715843A,161.6,03/08/2021 19:00,03/08/2021,19:00:00,,,,07/05/2023,03/01/2024
503,Long,Green,5,715844A,161.62,03/08/2021 17:00,03/08/2021,17:00:00,04/09/2022 11:00,04/09/2022,11:00:00,07/05/2023,03/01/2024
537,Medium,Green,13,715846A,161.64,03/11/2021 17:00,03/11/2021,17:00:00,,,,07/05/2023,03/01/2024
683,N/A,N/A,N/A,715847A,161.66,03/08/2022 12:45,03/08/2022,12:45:00,,,,07/05/2023,03/01/2024
307,Medium,Red,40,715848A,161.68,03/06/2020 09:00,03/06/2020,09:00:00,,,,07/05/2023,03/01/2024
447,Long,Yellow,5,715849A,161.7,03/06/2020 17:00,03/06/2020,17:00:00,,,,07/05/2023,03/01/2024
