Year,AID,MigratoryStrategy,SpringMS,SpringMSDate,SpringMSTime,SpringME,SpringMEDate,SpringMETime,FallMS,FallMSDate,FallMSTime,FallME,FallMEDate,FallMETime,Notes
2021,355,Medium,4/12/2021 0:00,4/12/2021,0:00:00,4/29/2021 0:00,4/29/2021,0:00:00,9/22/2021 0:00,9/22/2021,0:00:00,10/11/2021,10/11/2021,0:00:00,
2021,358,Long,4/14/2021 0:00,4/14/2021,0:00:00,6/3/2021 0:00,6/3/2021,0:00:00,10/3/2021 0:00,10/3/2021,0:00:00,11/29/2021,11/29/2021,0:00:00,
2021,359,Long,4/9/2021 0:00,4/9/2021,0:00:00,4/15/2021 0:00,4/15/2021,0:00:00,NA,NA,0:00:00,NA,NA,0:00:00,Died on 04/14/2021 during spring migration
2021,360,Medium,5/2/2021 0:00,5/2/2021,0:00:00,5/5/2021 0:00,5/5/2021,0:00:00,10/6/2021 0:00,10/6/2021,0:00:00,10/11/2021,10/11/2021,0:00:00,
2021,362,Medium,5/15/2021 0:00,5/15/2021,0:00:00,5/21/2021 0:00,5/21/2021,0:00:00,10/1/2021 0:00,10/1/2021,0:00:00,10/4/2021,10/4/2021,0:00:00,
2021,363,Medium,4/28/2021 0:00,4/28/2021,0:00:00,5/7/2021 0:00,5/7/2021,0:00:00,NA,NA,0:00:00,NA,NA,0:00:00,Died on 07/23/2021 while on winter/summer range
2021,371,Long,4/13/2021 0:00,4/13/2021,0:00:00,5/12/2021 0:00,5/12/2021,0:00:00,10/3/2021 0:00,10/3/2021,0:00:00,10/21/2021,10/21/2021,0:00:00,Died on 11/22/2021 while on winter/summer range
2021,401,Short,4/30/2021 0:00,4/30/2021,0:00:00,5/3/2021 0:00,5/3/2021,0:00:00,9/28/2021 0:00,9/28/2021,0:00:00,10/1/2021,10/1/2021,0:00:00,
2021,403,Short,4/21/2021 0:00,4/21/2021,0:00:00,5/2/2021 0:00,5/2/2021,0:00:00,10/6/2021 0:00,10/6/2021,0:00:00,10/8/2021,10/8/2021,0:00:00,
2021,404,Short,4/24/2021 0:00,4/24/2021,0:00:00,5/1/2021 0:00,5/1/2021,0:00:00,10/6/2021 0:00,10/6/2021,0:00:00,10/9/2021,10/9/2021,0:00:00,
2021,407,Short,4/30/2021 0:00,4/30/2021,0:00:00,5/3/2021 0:00,5/3/2021,0:00:00,10/4/2021 0:00,10/4/2021,0:00:00,10/8/2021,10/8/2021,0:00:00,
2021,408,Short,5/23/2021 0:00,5/23/2021,0:00:00,6/5/2021 0:00,6/5/2021,0:00:00,NA,NA,0:00:00,NA,NA,0:00:00,
2021,410,Short,3/11/2021 0:00,3/11/2021,0:00:00,3/14/2021 0:00,3/14/2021,0:00:00,10/9/2021 0:00,10/9/2021,0:00:00,10/13/2021,10/13/2021,0:00:00,
2021,415,Short,5/5/2021 0:00,5/5/2021,0:00:00,5/11/2021 0:00,5/11/2021,0:00:00,NA,NA,0:00:00,NA,NA,0:00:00,Died on 05/17/2021 while on winter/summer range
2021,416,Short,4/25/2021 0:00,4/25/2021,0:00:00,4/28/2021 0:00,4/28/2021,0:00:00,NA,NA,NA,NA,NA,NA,"Remained on summer range into the end of the year, do not include"
2021,418,Short,5/11/2021 0:00,5/11/2021,0:00:00,5/15/2021 0:00,5/15/2021,0:00:00,9/27/2021 0:00,9/27/2021,0:00:00,10/1/2021,10/1/2021,0:00:00,
2021,420,Short,5/13/2021 0:00,5/13/2021,0:00:00,5/21/2021 0:00,5/21/2021,0:00:00,NA,NA,0:00:00,NA,NA,0:00:00,Died on 05/25/2021 while on winter/summer range
2021,424,Short,5/17/2021 0:00,5/17/2021,0:00:00,5/25/2021 0:00,5/25/2021,0:00:00,10/2/2021 0:00,10/2/2021,0:00:00,10/7/2021,10/7/2021,0:00:00,
2021,426,Medium,5/5/2021 0:00,5/5/2021,0:00:00,5/26/2021 0:00,5/26/2021,0:00:00,9/30/2021 0:00,9/30/2021,0:00:00,10/7/2021,10/7/2021,0:00:00,
2021,431,Short,5/4/2021 0:00,5/4/2021,0:00:00,5/13/2021 0:00,5/13/2021,0:00:00,9/27/2021 0:00,9/27/2021,0:00:00,10/4/2021,10/4/2021,0:00:00,
2021,436,Short,2/1/2021 0:00,2/1/2021,0:00:00,1/31/2022 0:00,1/31/2022,0:00:00,NA,NA,0:00:00,NA,NA,0:00:00,Died on 03/04/2021 during spring migration
2021,441,Short,2/1/2021 0:00,2/1/2021,0:00:00,1/31/2022 0:00,1/31/2022,0:00:00,NA,NA,0:00:00,NA,NA,0:00:00,Died on 03/11/2021 during spring migration
2021,442,Long,3/30/2021 0:00,3/30/2021,0:00:00,6/10/2021 0:00,6/10/2021,0:00:00,10/24/2021 0:00,10/24/2021,0:00:00,11/15/2021,11/15/2021,0:00:00,
2021,444,Long,4/23/2021 0:00,4/23/2021,0:00:00,6/8/2021 0:00,6/8/2021,0:00:00,10/18/2021 0:00,10/18/2021,0:00:00,11/8/2021,11/8/2021,0:00:00,
2021,445,Medium,5/10/2021 0:00,5/10/2021,0:00:00,5/17/2021 0:00,5/17/2021,0:00:00,10/6/2021 0:00,10/6/2021,0:00:00,10/13/2021,10/13/2021,0:00:00,
2021,446,Medium,4/4/2021 0:00,4/4/2021,0:00:00,4/8/2021 0:00,4/8/2021,0:00:00,10/7/2021 0:00,10/7/2021,0:00:00,10/10/2021,10/10/2021,0:00:00,
2021,447,Long,4/14/2021 0:00,4/14/2021,0:00:00,6/10/2021 0:00,6/10/2021,0:00:00,10/10/2021 0:00,10/10/2021,0:00:00,11/17/2021,11/17/2021,0:00:00,
2021,451,Long,4/28/2021 0:00,4/28/2021,0:00:00,6/10/2021 0:00,6/10/2021,0:00:00,10/18/2021 0:00,10/18/2021,0:00:00,12/14/2021,12/14/2021,0:00:00,
2021,452,Long,4/24/2021 0:00,4/24/2021,0:00:00,6/5/2021 0:00,6/5/2021,0:00:00,10/12/2021 0:00,10/12/2021,0:00:00,12/11/2021,12/11/2021,0:00:00,
2021,454,Long,4/4/2021 0:00,4/4/2021,0:00:00,5/29/2021 0:00,5/29/2021,0:00:00,10/31/2021 0:00,10/31/2021,0:00:00,11/28/2021,11/28/2021,0:00:00,
2021,457,Medium,4/8/2021 0:00,4/8/2021,0:00:00,4/13/2021 0:00,4/13/2021,0:00:00,10/5/2021 0:00,10/5/2021,0:00:00,10/9/2021,10/9/2021,0:00:00,
2021,460,Long,5/13/2021 0:00,5/13/2021,0:00:00,6/2/2021 0:00,6/2/2021,0:00:00,10/10/2021 0:00,10/10/2021,0:00:00,10/21/2021,10/21/2021,0:00:00,
2021,461,Medium,NA,NA,0:00:00,NA,NA,0:00:00,NA,NA,0:00:00,NA,NA,0:00:00,Died on 05/04/2021 while on winter/summer range
2021,463,Long,5/4/2021 0:00,5/4/2021,0:00:00,5/30/2021 0:00,5/30/2021,0:00:00,10/19/2021 0:00,10/19/2021,0:00:00,11/5/2021,11/5/2021,0:00:00,
2021,464,Medium,4/28/2021 0:00,4/28/2021,0:00:00,5/2/2021 0:00,5/2/2021,0:00:00,10/6/2021 0:00,10/6/2021,0:00:00,10/10/2021,10/10/2021,0:00:00,
2021,465,Long,4/11/2021 0:00,4/11/2021,0:00:00,5/23/2021 0:00,5/23/2021,0:00:00,10/19/2021 0:00,10/19/2021,0:00:00,11/9/2021,11/9/2021,0:00:00,
2021,466,Long,5/8/2021 0:00,5/8/2021,0:00:00,6/5/2021 0:00,6/5/2021,0:00:00,NA,NA,0:00:00,NA,NA,0:00:00,"Vectronics collar, dropped on summer range"
2021,467,Short,4/25/2021 0:00,4/25/2021,0:00:00,5/1/2021 0:00,5/1/2021,0:00:00,10/10/2021 0:00,10/10/2021,0:00:00,10/15/2021,10/15/2021,0:00:00,
2021,468,Short,4/13/2021 0:00,4/13/2021,0:00:00,5/1/2021 0:00,5/1/2021,0:00:00,NA,NA,0:00:00,NA,NA,0:00:00,Died on 06/25/2021 while on winter/summer range
2021,470,Short,5/14/2021 0:00,5/14/2021,0:00:00,5/17/2021 0:00,5/17/2021,0:00:00,10/10/2021 0:00,10/10/2021,0:00:00,10/12/2021,10/12/2021,0:00:00,
2021,473,Medium,5/15/2021 0:00,5/15/2021,0:00:00,6/13/2021 0:00,6/13/2021,0:00:00,10/5/2021 0:00,10/5/2021,0:00:00,12/12/2021,12/12/2021,0:00:00,
2021,474,Short,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0:00:00,Died on 12/07/2021 while on winter/summer range; Resident year-round in the Red Desert; no migration data available
2021,500,Resident,4/10/2021 0:00,4/10/2021,0:00:00,4/13/2021 0:00,4/13/2021,0:00:00,NA,NA,0:00:00,NA,NA,0:00:00,Died on 04/13/2021 while on winter/summer range; Resident year-round in the Red Desert; no migration data available
2021,501,Resident,4/11/2021 0:00,4/11/2021,0:00:00,4/14/2021 0:00,4/14/2021,0:00:00,NA,NA,0:00:00,NA,NA,0:00:00,Died on 04/14/2021 while on winter/summer range; Resident year-round in the Red Desert; no migration data available
2021,503,Long,4/12/2021 0:00,4/12/2021,0:00:00,6/24/2021 0:00,6/24/2021,0:00:00,9/20/2021 0:00,9/20/2021,0:00:00,10/20/2021,10/20/2021,0:00:00,
2021,504,Resident,4/3/2021 0:00,4/3/2021,0:00:00,4/8/2021 0:00,4/8/2021,0:00:00,NA,NA,0:00:00,NA,NA,0:00:00,Died on 04/09/2021 while on winter/summer range; Resident year-round in the Red Desert; no migration data available
2021,505,Long,4/11/2021 0:00,4/11/2021,0:00:00,5/29/2021 0:00,5/29/2021,0:00:00,10/4/2021 0:00,10/4/2021,0:00:00,10/19/2021,10/19/2021,0:00:00,
2021,506,Medium,4/11/2021 0:00,4/11/2021,0:00:00,4/22/2021 0:00,4/22/2021,0:00:00,2/1/2021 0:00,2/1/2021,0:00:00,1/31/2022,1/31/2022,0:00:00,Died on 09/24/2021 during fall migration
2021,507,Long,4/11/2021 0:00,4/11/2021,0:00:00,6/14/2021 0:00,6/14/2021,0:00:00,10/11/2021 0:00,10/11/2021,0:00:00,11/22/2021,11/22/2021,0:00:00,
2021,508,Resident,5/12/2021 0:00,5/12/2021,0:00:00,5/17/2021 0:00,5/17/2021,0:00:00,NA,NA,0:00:00,NA,NA,0:00:00,Resident year-round in the Red Desert; no migration data available
2021,509,Medium,5/11/2021 0:00,5/11/2021,0:00:00,5/17/2021 0:00,5/17/2021,0:00:00,10/5/2021 0:00,10/5/2021,0:00:00,10/13/2021,10/13/2021,0:00:00,
2021,510,Long,4/3/2021 0:00,4/3/2021,0:00:00,5/14/2021 0:00,5/14/2021,0:00:00,NA,NA,0:00:00,NA,NA,0:00:00,Died on 05/13/2021 during spring migration
2021,511,Medium,4/22/2021 0:00,4/22/2021,0:00:00,4/28/2021 0:00,4/28/2021,0:00:00,9/26/2021 0:00,9/26/2021,0:00:00,10/7/2021,10/7/2021,0:00:00,
2021,512,Long,4/12/2021 0:00,4/12/2021,0:00:00,5/14/2021 0:00,5/14/2021,0:00:00,10/10/2021 0:00,10/10/2021,0:00:00,11/2/2021,11/2/2021,0:00:00,
2021,513,Long,4/4/2021 0:00,4/4/2021,0:00:00,6/2/2021 0:00,6/2/2021,0:00:00,10/18/2021 0:00,10/18/2021,0:00:00,11/15/2021,11/15/2021,0:00:00,
2021,514,Medium,4/29/2021 0:00,4/29/2021,0:00:00,5/7/2021 0:00,5/7/2021,0:00:00,10/10/2021 0:00,10/10/2021,0:00:00,10/14/2021,10/14/2021,0:00:00,
2021,515,Long,4/29/2021 0:00,4/29/2021,0:00:00,6/1/2021 0:00,6/1/2021,0:00:00,10/12/2021 0:00,10/12/2021,0:00:00,11/1/2021,11/1/2021,0:00:00,
2021,516,Medium,4/28/2021 0:00,4/28/2021,0:00:00,6/19/2021 0:00,6/19/2021,0:00:00,NA,NA,0:00:00,NA,NA,0:00:00,
2021,517,Short,4/29/2021 0:00,4/29/2021,0:00:00,5/1/2021 0:00,5/1/2021,0:00:00,NA,NA,0:00:00,NA,NA,0:00:00,Died on 05/30/2021 while on winter/summer range
2021,518,Resident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0:00:00,Died on 05/12/2021 while on winter/summer range; Resident year-round in the Red Desert; no migration data available
2021,519,Resident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0:00:00,Died on 03/14/2021 while on winter/summer range; Resident year-round in the Red Desert; no migration data available
2021,520,Short,4/29/2021 0:00,4/29/2021,0:00:00,5/6/2021 0:00,5/6/2021,0:00:00,10/11/2021 0:00,10/11/2021,0:00:00,10/15/2021,10/15/2021,0:00:00,
2021,521,Short,5/11/2021 0:00,5/11/2021,0:00:00,5/19/2021 0:00,5/19/2021,0:00:00,9/26/2021 0:00,9/26/2021,0:00:00,10/3/2021,10/3/2021,0:00:00,
2021,522,Short,5/14/2021 0:00,5/14/2021,0:00:00,5/17/2021 0:00,5/17/2021,0:00:00,NA,NA,NA,NA,NA,NA,Died on 08/19/2021 while on winter/summer range
2021,523,Resident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Died on 05/04/2021 while on winter/summer range; Resident year-round in the Red Desert; no migration data available
2021,524,Short,5/14/2021 0:00,5/14/2021,0:00:00,5/17/2021 0:00,5/17/2021,0:00:00,10/3/2021 0:00,10/3/2021,0:00:00,10/7/2021,10/7/2021,0:00:00,
2021,525,Short,4/30/2021 0:00,4/30/2021,0:00:00,5/7/2021 0:00,5/7/2021,0:00:00,NA,NA,NA,NA,NA,NA,"Really strange fall migration, do not include - she returned to her summer range"
2021,526,Short,4/29/2021 0:00,4/29/2021,0:00:00,5/7/2021 0:00,5/7/2021,0:00:00,NA,NA,NA,NA,NA,NA,Died on 11/08/2021 while on winter/summer range
2021,527,Short,5/10/2021 0:00,5/10/2021,0:00:00,7/4/2021 0:00,7/4/2021,0:00:00,10/9/2021 0:00,10/9/2021,0:00:00,10/19/2021,10/19/2021,0:00:00,
2021,528,Short,4/21/2021 0:00,4/21/2021,0:00:00,4/30/2021 0:00,4/30/2021,0:00:00,10/7/2021 0:00,10/7/2021,0:00:00,10/13/2021,10/13/2021,0:00:00,
2021,529,Short,4/29/2021 0:00,4/29/2021,0:00:00,5/4/2021 0:00,5/4/2021,0:00:00,10/13/2021 0:00,10/13/2021,0:00:00,10/23/2021,10/23/2021,0:00:00,
2021,530,Short,4/29/2021 0:00,4/29/2021,0:00:00,5/3/2021 0:00,5/3/2021,0:00:00,10/1/2021 0:00,10/1/2021,0:00:00,10/6/2021,10/6/2021,0:00:00,
2021,531,Long,5/13/2021 0:00,5/13/2021,0:00:00,5/29/2021 0:00,5/29/2021,0:00:00,10/8/2021 0:00,10/8/2021,0:00:00,10/19/2021,10/19/2021,0:00:00,
2021,532,Medium,5/11/2021 0:00,5/11/2021,0:00:00,5/21/2021 0:00,5/21/2021,0:00:00,10/4/2021 0:00,10/4/2021,0:00:00,10/12/2021,10/12/2021,0:00:00,Died on 12/22/2021 while on winter/summer range
2021,533,Medium,5/11/2021 0:00,5/11/2021,0:00:00,5/21/2021 0:00,5/21/2021,0:00:00,10/4/2021 0:00,10/4/2021,0:00:00,10/12/2021,10/12/2021,0:00:00,Died on 11/12/2021 while on winter/summer range
2021,534,Medium,5/11/2021 0:00,5/11/2021,0:00:00,5/20/2021 0:00,5/20/2021,0:00:00,10/3/2021 0:00,10/3/2021,0:00:00,10/12/2021,10/12/2021,0:00:00,
2021,535,Medium,5/29/2021 0:00,5/29/2021,0:00:00,7/3/2021 0:00,7/3/2021,0:00:00,9/25/2021 0:00,9/25/2021,0:00:00,10/1/2021,10/1/2021,0:00:00,
2021,536,Medium,5/29/2021 0:00,5/29/2021,0:00:00,6/4/2021 0:00,6/4/2021,0:00:00,9/25/2021 0:00,9/25/2021,0:00:00,10/2/2021,10/2/2021,0:00:00,
2021,537,Medium,5/20/2021 0:00,5/20/2021,0:00:00,5/30/2021 0:00,5/30/2021,0:00:00,10/5/2021 0:00,10/5/2021,0:00:00,10/11/2021,10/11/2021,0:00:00,
2021,538,Medium,5/10/2021 0:00,5/10/2021,0:00:00,5/16/2021 0:00,5/16/2021,0:00:00,10/15/2021 0:00,10/15/2021,0:00:00,10/24/2021,10/24/2021,0:00:00,Died on 10/28/2021 while on winter/summer range
2021,539,Long,5/7/2021 0:00,5/7/2021,0:00:00,6/3/2021 0:00,6/3/2021,0:00:00,NA,NA,0:00:00,NA,NA,0:00:00,Died on 06/20/2021 while on winter/summer range
2021,540,Long,5/11/2021 0:00,5/11/2021,0:00:00,6/12/2021 0:00,6/12/2021,0:00:00,10/25/2021 0:00,10/25/2021,0:00:00,11/8/2021,11/8/2021,0:00:00, while on winter/summer range
2021,541,Long,4/30/2021 0:00,4/30/2021,0:00:00,6/1/2021 0:00,6/1/2021,0:00:00,10/29/2021 0:00,10/29/2021,0:00:00,11/5/2021,11/5/2021,0:00:00,
2021,542,Medium,4/29/2021 0:00,4/29/2021,0:00:00,5/11/2021 0:00,5/11/2021,0:00:00,10/10/2021 0:00,10/10/2021,0:00:00,10/16/2021,10/16/2021,0:00:00,
2021,543,Long,5/3/2021 0:00,5/3/2021,0:00:00,5/28/2021 0:00,5/28/2021,0:00:00,10/15/2021 0:00,10/15/2021,0:00:00,11/2/2021,11/2/2021,0:00:00,
2021,544,Resident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Resident year-round in the Red Desert; no migration data available
2021,545,Short,6/18/2021 0:00,6/18/2021,0:00:00,6/21/2021 0:00,6/21/2021,0:00:00,NA,NA,0:00:00,NA,NA,0:00:00,
2021,546,Resident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Resident year-round in the Red Desert; no migration data available
2021,547,Long,4/8/2021 0:00,4/8/2021,0:00:00,5/18/2021 0:00,5/18/2021,0:00:00,10/11/2021 0:00,10/11/2021,0:00:00,10/24/2021,10/24/2021,0:00:00,
2021,548,Long,4/2/2021 0:00,4/2/2021,0:00:00,5/22/2021 0:00,5/22/2021,0:00:00,10/4/2021 0:00,10/4/2021,0:00:00,11/1/2021,11/1/2021,0:00:00,Died on 12/01/2021 while on winter/summer range
